GPMB0001,GPMB0001-MOBBBDP,MOBBBDP,0,1,1
GPMB0001,GPMB0001-MOBBBMIFI,MOBBBMIFI,0,0,1
GPMB0001,GPMB0001-MOBBBEX,MOBBBEX,0,0,3
GPMB0001,GPMB0001-MOBSRV,MOBSRV,0,1,1
GPMB0002,GPMB0002-MOBBBDP,MOBBBDP,0,1,1
GPMB0002,GPMB0002-MOBBBEX,MOBBBEX,0,0,3
GPMB0002,GPMB0002-MOBBBMIFI,MOBBBMIFI,0,0,1
GPMB0002,GPMB0002-MOBSRV,MOBSRV,0,1,1
GPMB0003,GPMB0003-MOBBBDP,MOBBBDP,0,1,1
GPMB0003,GPMB0003-MOBBBEX,MOBBBEX,0,0,3
GPMB0003,GPMB0003-MOBBBMIFI,MOBBBMIFI,0,0,1
GPMB0003,GPMB0003-MOBSRV,MOBSRV,0,1,1
GPMS001M,GPMS001M-MOBBOOST,MOBBOOST,0,0,10
GPMS001M,GPMS001M-MOBSRV,MOBSRV,0,2,2
GPMS001M,GPMS001M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS001M,GPMS001M-SRVOPTS,SRVOPTS,0,0,9
GPMS002M,GPMS002M-MOBSRV,MOBSRV,0,2,2
GPMS002M,GPMS002M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS002M,GPMS002M-SRVOPTS,SRVOPTS,0,0,9
GPMS003M,GPMS003M-MOBBOOST,MOBBOOST,0,0,10
GPMS003M,GPMS003M-MOBSRV,MOBSRV,0,2,2
GPMS003M,GPMS003M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS003M,GPMS003M-SRVOPTS,SRVOPTS,0,0,9
GPMS004M,GPMS004M-MOBSRV,MOBSRV,0,2,2
GPMS004M,GPMS004M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS004M,GPMS004M-SRVOPTS,SRVOPTS,0,0,9
GPMS005M,GPMS005M-MOBSRV,MOBSRV,0,2,2
GPMS005M,GPMS005M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS005M,GPMS005M-SRVOPTS,SRVOPTS,0,0,9
GPMS006M,GPMS006M-MOBSRV,MOBSRV,0,2,2
GPMS006M,GPMS006M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS006M,GPMS006M-SRVOPTS,SRVOPTS,0,0,9
GPMS007M,GPMS007M-MOBSRV,MOBSRV,0,2,2
GPMS007M,GPMS007M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS007M,GPMS007M-SRVOPTS,SRVOPTS,0,0,9
GPMS008M,GPMS008M-MOBSRV,MOBSRV,0,2,2
GPMS008M,GPMS008M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS008M,GPMS008M-SRVOPTS,SRVOPTS,0,0,9
GPMS009M,GPMS009M-MOBSRV,MOBSRV,0,2,2
GPMS009M,GPMS009M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS009M,GPMS009M-SRVOPTS,SRVOPTS,0,0,9
GPMS010M,GPMS010M-MOBSRV,MOBSRV,0,2,2
GPMS010M,GPMS010M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS010M,GPMS010M-SRVOPTS,SRVOPTS,0,0,9
GPMS011M,GPMS011M-MOBSRV,MOBSRV,0,2,2
GPMS011M,GPMS011M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS011M,GPMS011M-SRVOPTS,SRVOPTS,0,0,9
GPMS012M,GPMS012M-MOBSRV,MOBSRV,0,2,2
GPMS012M,GPMS012M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS012M,GPMS012M-SRVOPTS,SRVOPTS,0,0,9
GPMS013M,GPMS013M-MOBSRV,MOBSRV,0,2,2
GPMS013M,GPMS013M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS013M,GPMS013M-SRVOPTS,SRVOPTS,0,0,9
GPMS014M,GPMS014M-MOBSRV,MOBSRV,0,2,2
GPMS014M,GPMS014M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS014M,GPMS014M-SRVOPTS,SRVOPTS,0,0,9
GPMS015M,GPMS015M-MOBSRV,MOBSRV,0,2,2
GPMS015M,GPMS015M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS015M,GPMS015M-SRVOPTS,SRVOPTS,0,0,9
GPMS016M,GPMS016M-MOBSRV,MOBSRV,0,2,2
GPMS016M,GPMS016M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS016M,GPMS016M-SRVOPTS,SRVOPTS,0,0,9
GPMS017M,GPMS017M-MOBSRV,MOBSRV,0,2,2
GPMS017M,GPMS017M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS017M,GPMS017M-SRVOPTS,SRVOPTS,0,0,9
GPMS018M,GPMS018M-MOBSRV,MOBSRV,0,2,2
GPMS018M,GPMS018M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS018M,GPMS018M-SRVOPTS,SRVOPTS,0,0,9
GPMS020M,GPMS020M-MOBPP,MOBPP,0,2,2
GPMS020M,GPMS020M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS020M,GPMS020M-SRVOPTS,SRVOPTS,0,0,9
GPMS021M,GPMS021M-MOBPP,MOBPP,0,2,2
GPMS021M,GPMS021M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS021M,GPMS021M-SRVOPTS,SRVOPTS,0,0,9
GPMS022M,GPMS022M-MOBPP,MOBPP,1,1,1
GPMS022M,GPMS022M-ROAMLIMS,ROAMLIMS,0,2,2
GPMS022M,GPMS022M-SRVOPTS,SRVOPTS,0,0,14
GPMS025M,GPMS025M-MOBBOOST,MOBBOOST,0,0,10
GPMS025M,GPMS025M-MOBSRV,MOBSRV,0,2,2
GPMS002M,GPMS002M-MOBBOOST,MOBBOOST,0,0,10
GPMS025M,GPMS025M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS026M,GPMS026M-MOBBOOST,MOBBOOST,0,0,10
GPMS025M,GPMS025M-SRVOPTS,SRVOPTS,0,0,9
GPMS026M,GPMS026M-MOBSRV,MOBSRV,0,2,2
GPMS026M,GPMS026M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS026M,GPMS026M-SRVOPTS,SRVOPTS,0,0,9
GPMS027M,GPMS027M-MOBBOOST,MOBBOOST,0,0,10
GPMS027M,GPMS027M-MOBSRV,MOBSRV,0,2,2
GPMS027M,GPMS027M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS027M,GPMS027M-SRVOPTS,SRVOPTS,0,0,9
GPMS028M,GPMS028M-MOBBOOST,MOBBOOST,0,0,10
GPMS028M,GPMS028M-MOBSRV,MOBSRV,0,2,2
GPMS028M,GPMS028M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS028M,GPMS028M-SRVOPTS,SRVOPTS,0,0,9
GPMS029M,GPMS029M-MOBBOOST,MOBBOOST,0,0,10
GPMS029M,GPMS029M-MOBSRV,MOBSRV,0,2,2
GPMS029M,GPMS029M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS029M,GPMS029M-SRVOPTS,SRVOPTS,0,0,9
GPMS030M,GPMS030M-MOBBOOST,MOBBOOST,0,0,10
GPMS030M,GPMS030M-MOBSRV,MOBSRV,0,2,2
GPMS030M,GPMS030M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS031M,GPMS031M-MOBBOOST,MOBBOOST,0,0,10
GPMS030M,GPMS030M-SRVOPTS,SRVOPTS,0,0,9
GPMS031M,GPMS031M-MOBSRV,MOBSRV,0,2,2
GPMS031M,GPMS031M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS031M,GPMS031M-SRVOPTS,SRVOPTS,0,0,9
GPMS032M,GPMS032M-MOBBOOST,MOBBOOST,0,0,10
GPMS032M,GPMS032M-MOBSRV,MOBSRV,0,2,2
GPMS032M,GPMS032M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS032M,GPMS032M-SRVOPTS,SRVOPTS,0,0,9
GPMS033M,GPMS033M-MOBBOOST,MOBBOOST,0,0,10
GPMS033M,GPMS033M-MOBSRV,MOBSRV,0,2,2
GPMS033M,GPMS033M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS033M,GPMS033M-SRVOPTS,SRVOPTS,0,0,9
GPMS034M,GPMS034M-MOBBOOST,MOBBOOST,0,0,10
GPMS034M,GPMS034M-MOBSRV,MOBSRV,0,2,2
GPMS034M,GPMS034M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS034M,GPMS034M-SRVOPTS,SRVOPTS,0,0,9
GPMS035M,GPMS035M-MOBBOOST,MOBBOOST,0,0,10
GPMS035M,GPMS035M-MOBSRV,MOBSRV,0,2,2
GPMS035M,GPMS035M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS035M,GPMS035M-SRVOPTS,SRVOPTS,0,0,9
GPMS036M,GPMS036M-MOBBOOST,MOBBOOST,0,0,10
GPMS036M,GPMS036M-MOBSRV,MOBSRV,0,2,2
GPMS036M,GPMS036M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS036M,GPMS036M-SRVOPTS,SRVOPTS,0,0,9
GPMS037M,GPMS037M-MOBPP,MOBPP,0,2,2
GPMS037M,GPMS037M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS038M,GPMS038M-MOBPP,MOBPP,0,2,2
GPMS038M,GPMS038M-ROAMLIMS,ROAMLIMS,0,0,1
GPMS038M,GPMS038M-SRVOPTS,SRVOPTS,0,0,9
GPMS040M,GPMS040M-MOBBOOST,MOBBOOST,0,0,10
GPMS040M,GPMS040M-MOBOPTS,MOBOPTS,0,0,10
GPMS040M,GPMS040M-MOBPLN,MOBPLN,1,1,1
GPMS040M,GPMS040M-MOBSERV,MOBSERV,0,2,2
GPMS041M,GPMS041M-MOBBOOST,MOBBOOST,0,0,10
GPMS041M,GPMS041M-MOBOPTS,MOBOPTS,0,0,10
GPMS041M,GPMS041M-MOBPLN,MOBPLN,1,1,1
GPMS041M,GPMS041M-MOBSERV,MOBSERV,0,2,2
GPMS042M,GPMS042M-MOBBOOST,MOBBOOST,0,0,10
GPMS042M,GPMS042M-MOBOPTS,MOBOPTS,0,0,10
GPMS042M,GPMS042M-MOBPLN,MOBPLN,1,1,1
GPMS042M,GPMS042M-MOBRDB,MOBRDB,0,0,1
GPMS042M,GPMS042M-MOBSERV,MOBSERV,0,2,2
GPMS043M,GPMS043M-MOBBOOST,MOBBOOST,0,0,10
GPMS043M,GPMS043M-MOBOPTS,MOBOPTS,0,0,10
GPMS043M,GPMS043M-MOBPLN,MOBPLN,1,1,1
GPMS043M,GPMS043M-MOBSERV,MOBSERV,0,2,2
GPMS045M,GPMS045M-MOBBOOST,MOBBOOST,0,0,10
GPMS045M,GPMS045M-MOBOPTS,MOBOPTS,0,0,10
GPMS045M,GPMS045M-MOBPLN,MOBPLN,1,1,1
GPMS045M,GPMS045M-MOBSERV,MOBSERV,0,2,2
GPMS046M,GPMS046M-HSAP13,HSAP13,0,0,0
GPMS046M,GPMS046M-HSAPSE,HSAPSE,0,0,0
GPMS046M,GPMS046M-HSOTHER,HSOTHER,0,0,0
GPMS046M,GPMS046M-HSSSA,HSSSA,0,0,0
GPMS046M,GPMS046M-HSSSFE,HSSSFE,0,0,0
GPMS046M,GPMS046M-HSSSS21,HSSSS21,0,0,0
GPMS046M,GPMS046M-HSSSS22,HSSSS22,0,0,0
GPMS046M,GPMS046M-HSSSZ,HSSSZ,0,0,0
GPMS046M,GPMS046M-MOBBOOST,MOBBOOST,0,0,10
GPMS046M,GPMS046M-MOBOPTS,MOBOPTS,0,0,10
GPMS046M,GPMS046M-MOBPLN,MOBPLN,1,1,1
GPMS046M,GPMS046M-MOBSERV,MOBSERV,0,2,2
GPMS047M,GPMS047M-HSAP13,HSAP13,0,0,0
GPMS047M,GPMS047M-HSAPSE,HSAPSE,0,0,0
GPMS047M,GPMS047M-HSOTHER,HSOTHER,0,0,0
GPMS047M,GPMS047M-HSSSA,HSSSA,0,0,0
GPMS047M,GPMS047M-HSSSFE,HSSSFE,0,0,0
GPMS047M,GPMS047M-HSSSS21,HSSSS21,0,0,0
GPMS047M,GPMS047M-HSSSS22,HSSSS22,0,0,0
GPMS047M,GPMS047M-HSSSZ,HSSSZ,0,0,0
GPMS047M,GPMS047M-MOBBOOST,MOBBOOST,0,0,10
