G102298D,Galaxy Z Flip6 256GB Silver,N,Y,Device
G102299A,Galaxy Z Flip6 512GB Blue,N,Y,Device
G102299B,Galaxy Z Flip6 512GB Yellow,N,Y,Device
G102299C,Galaxy Z Flip6 512GB Green,N,Y,Device
G102299D,Galaxy Z Flip6 512GB Silver,N,Y,Device
G102300A,Galaxy Z Fold6 256GB Silver,N,Y,Device
G102300B,Galaxy Z Fold6 256GB Pink,N,Y,Device
G102300C,Galaxy Z Fold6 256GB Blue,N,Y,Device
G102301A,Galaxy Z Fold6 512GB Silver,N,Y,Device
G102301B,Galaxy Z Fold6 512GB Pink,N,Y,Device
G102301C,Galaxy Z Fold6 512GB Blue,N,Y,Device
G102302A,Galaxy Z Fold6 1TB Silver,N,Y,Device
G102302B,Galaxy Z Fold6 1TB Pink,N,Y,Device
G102302C,Galaxy Z Fold6 1TB Blue,N,Y,Device
G102303A,Galaxy Buds3 White,N,Y,Device
G102303B,Galaxy Buds3 Grey,N,Y,Device
G102304A,Galaxy Buds3 Pro White,N,Y,Device
G102304B,Galaxy Buds3 Pro Grey,N,Y,Device
G102305A,Galaxy Watch7 SM Green,N,Y,Device
G102305B,Galaxy Watch7 SM Cream,N,Y,Device
G102306A,Galaxy Watch7 LG Green,N,Y,Device
G102306B,Galaxy Watch7 LG Silver,N,Y,Device
G102307A,Galaxy Watch Ultra Grey,N,Y,Device
G102307B,Galaxy Watch Ultra White,N,Y,Device
G102307C,Galaxy Watch Ultra Silver,N,Y,Device
G102309,No Router Required,N,Y,Device
G102310,No Router Required,N,Y,Device
G102311A,Emporia Joy 4G Black,N,Y,Device
G102312A,Emporia Simplicity 4G Black,N,Y,Device
G102313A,Google Pixel 8 Black,N,Y,Device
G102314A,Google Pixel 8 Pro Black,N,Y,Device
G102316A,Google Pixel 9 128GB Obsidian,N,Y,Device
G102316B,Google Pixel 9 128GB Porcelain,N,Y,Device
G102317A,Google Pixel 9 256GB Obsidian,N,Y,Device
G102317B,Google Pixel 9 256GB Porcelain,N,Y,Device
G102318A,Google Pixel 9 Pro 128GB Obsidian,N,Y,Device
