G101572B,G101572B,Guernsey,IS_GSY,Island,DT_ISLAND
G101572B,G101572B,Home Device,PG_HOMEDEV,Product Group,DT_PRODGRP
G101572B,G101572B,Router Device,PS_FIBROUT,Product Sub Group,DT_PRODSUB
G101572B,G101572B,Show,DI_YES,Digital Display,DT_DISPLAY
G101572B,G101572B,Standalone,ST_STAND,Product Sale Type,DT_SALETYP
G101573,G101573,Current,PH_CURR,Product Phase,DT_PHASE
G101573,G101573,Device,PT_DEVICE,Product Type,DT_PRODTYP
G101573,G101573,Guernsey,IS_GSY,Island,DT_ISLAND
G101573,G101573,Home Device,PG_HOMEDEV,Product Group,DT_PRODGRP
G101573,G101573,Mesh Device,PS_FIBMESH,Product Sub Group,DT_PRODSUB
G101573,G101573,Show,DI_YES,Digital Display,DT_DISPLAY
G101573,G101573,Standalone,ST_STAND,Product Sale Type,DT_SALETYP
G101573A,G101573A,Current,PH_CURR,Product Phase,DT_PHASE
G101573A,G101573A,Device,PT_DEVICE,Product Type,DT_PRODTYP
G101573A,G101573A,Fibre router 12,FibreRou12,Main service,P_CATEGORY
G101573A,G101573A,Guernsey,IS_GSY,Island,DT_ISLAND
G101573A,G101573A,Home Device,PG_HOMEDEV,Product Group,DT_PRODGRP
G101573A,G101573A,Mesh Device,PS_FIBMESH,Product Sub Group,DT_PRODSUB
G101573A,G101573A,Show,DI_YES,Digital Display,DT_DISPLAY
G101573A,G101573A,Standalone,ST_STAND,Product Sale Type,DT_SALETYP
G101573B,G101573B,Current,PH_CURR,Product Phase,DT_PHASE
G101573B,G101573B,Device,PT_DEVICE,Product Type,DT_PRODTYP
G101573B,G101573B,Guernsey,IS_GSY,Island,DT_ISLAND
G101573B,G101573B,Home Device,PG_HOMEDEV,Product Group,DT_PRODGRP
G101573B,G101573B,Mesh 24,Mesh24,Main service,P_CATEGORY
G101573B,G101573B,Mesh Device,PS_FIBMESH,Product Sub Group,DT_PRODSUB
G101573B,G101573B,Show,DI_YES,Digital Display,DT_DISPLAY
G101573B,G101573B,Standalone,ST_STAND,Product Sale Type,DT_SALETYP
G101607A,G101607A,10.2 inch,DA07_13,Main Screen Size,DA07
G101607A,G101607A,12MP (Front),DA06_6,Front Camera,DA06
G101607A,G101607A,3GB RAM,DA13_2,RAM,DA13
G101607A,G101607A,64GB,DA04_7,Memory,DA04
G101607A,G101607A,8557,DA10_18,Battery Size (mAh),DA10
G101607A,G101607A,8MP (Main),DA05_7,Main Camera,DA05
G101607A,G101607A,Apple,DA01_2,Brand,DA01
G101607A,G101607A,Bundle Offer,BundleOffr,Main service,P_CATEGORY
G101607A,G101607A,Current,PH_CURR,Product Phase,DT_PHASE
G101607A,G101607A,Device,PT_DEVICE,Product Type,DT_PRODTYP
G101607A,G101607A,Guernsey,IS_GSY,Island,DT_ISLAND
G101607A,G101607A,Hardware,PG_HARD,Product Group,DT_PRODGRP
G101607A,G101607A,No Extra,DA12_2,Expandable Storage,DA12
G101607A,G101607A,No eSIM,DA09_2,eSIM Capability,DA09
G101607A,G101607A,Not Waterproof,DA08_9,Water Resistance,DA08
G101607A,G101607A,Show,DI_YES,Digital Display,DT_DISPLAY
G101607A,G101607A,Silver,DA03_42,Colour,DA03
G101607A,G101607A,Standalone,ST_STAND,Product Sale Type,DT_SALETYP
G101607A,G101607A,Tablets,PS_TABLET,Product Sub Group,DT_PRODSUB
G101607A,G101607A,Wi-Fi,DA14_3,Data Connectivity,DA14
G101607A,G101607A,Wired,DA11_2,Charging,DA11
G101607A,G101607A,iPad 9th Gen,DA02_42,Model,DA02
G101607B,G101607B,10.2 inch,DA07_13,Main Screen Size,DA07
G101607B,G101607B,12MP (Front),DA06_6,Front Camera,DA06
G101607B,G101607B,3GB RAM,DA13_2,RAM,DA13
G101607B,G101607B,64GB,DA04_7,Memory,DA04
G101607B,G101607B,8557,DA10_18,Battery Size (mAh),DA10
G101607B,G101607B,8MP (Main),DA05_7,Main Camera,DA05
G101607B,G101607B,Apple,DA01_2,Brand,DA01
G101607B,G101607B,Bundle Offer,BundleOffr,Main service,P_CATEGORY
G101607B,G101607B,Current,PH_CURR,Product Phase,DT_PHASE
G101607B,G101607B,Device,PT_DEVICE,Product Type,DT_PRODTYP
G101607B,G101607B,Guernsey,IS_GSY,Island,DT_ISLAND
G101607B,G101607B,Hardware,PG_HARD,Product Group,DT_PRODGRP
G101607B,G101607B,No Extra,DA12_2,Expandable Storage,DA12
G101607B,G101607B,No eSIM,DA09_2,eSIM Capability,DA09
G101607B,G101607B,Not Waterproof,DA08_9,Water Resistance,DA08
G101607B,G101607B,Show,DI_YES,Digital Display,DT_DISPLAY
G101607B,G101607B,Space Grey,DA03_44,Colour,DA03
G101607B,G101607B,Standalone,ST_STAND,Product Sale Type,DT_SALETYP
G101607B,G101607B,Tablets,PS_TABLET,Product Sub Group,DT_PRODSUB
G101607B,G101607B,Wi-Fi,DA14_3,Data Connectivity,DA14
G101607B,G101607B,Wired,DA11_2,Charging,DA11
G101607B,G101607B,iPad 9th Gen,DA02_42,Model,DA02
G101646A,G101646A,4210,DA10_19,Battery Size (mAh),DA10
G101646A,G101646A,4GB RAM,DA13_3,RAM,DA13
G101646A,G101646A,64GB,DA04_7,Memory,DA04
G101646A,G101646A,Bundle Offer,BundleOffr,Main service,P_CATEGORY
G101646A,G101646A,Current,PH_CURR,Product Phase,DT_PHASE
G101646A,G101646A,Device,PT_DEVICE,Product Type,DT_PRODTYP
G101646A,G101646A,Gaming Console,PS_GAMING,Product Sub Group,DT_PRODSUB
G101646A,G101646A,Guernsey,IS_GSY,Island,DT_ISLAND
G101646A,G101646A,Hardware,PG_HARD,Product Group,DT_PRODGRP
G101646A,G101646A,Nintendo,DA01_9,Brand,DA01
G101646A,G101646A,No Camera,DA05_1,Main Camera,DA05
G101646A,G101646A,No Colour,DA03_52,Colour,DA03
G101646A,G101646A,No Front Camera,DA06_1,Front Camera,DA06
G101646A,G101646A,No Screen,DA07_14,Main Screen Size,DA07
G101646A,G101646A,No eSIM,DA09_2,eSIM Capability,DA09
G101646A,G101646A,Not Waterproof,DA08_9,Water Resistance,DA08
G101646A,G101646A,SDXC and SDHC,DA12_3,Expandable Storage,DA12
G101646A,G101646A,Show,DI_YES,Digital Display,DT_DISPLAY
G101646A,G101646A,Standalone,ST_STAND,Product Sale Type,DT_SALETYP
G101646A,G101646A,Switch,DA02_43,Model,DA02
G101646A,G101646A,Wi-Fi,DA14_3,Data Connectivity,DA14
G101646A,G101646A,Wired,DA11_2,Charging,DA11
G101649B,G101649B,128GB,DA04_8,Memory,DA04
G101649B,G101649B,12MP (Main),DA05_3,Main Camera,DA05
G101649B,G101649B,4600,DA10_9,Battery Size (mAh),DA10
G101649B,G101649B,5G Ready,DA14_1,Data Connectivity,DA14
